claim_id,chunk_id,url,title,magazine,date,claim,company,token_count
23a2a31e4e95fd920265f85e5e56b9cdd32de2a953e93b70fb69f4c6cd48cf3b_1004_1008_claim,23a2a31e4e95fd920265f85e5e56b9cdd32de2a953e93b70fb69f4c6cd48cf3b_1004_1008,https://www.neimagazine.com/news/rolls-royce-smr-design-submitted-for-justification,Rolls Royce SMR design submitted for justification,Nuclear Engineering International,1721779200000,"The Rolls-Royce SMR design is a three loop PWR with an output of 470 MWe derived from 1,358 MWt.",['Rolls-Royce'],31
23a2a31e4e95fd920265f85e5e56b9cdd32de2a953e93b70fb69f4c6cd48cf3b_1009_1012_claim,23a2a31e4e95fd920265f85e5e56b9cdd32de2a953e93b70fb69f4c6cd48cf3b_1009_1012,https://www.neimagazine.com/news/rolls-royce-smr-design-submitted-for-justification,Rolls Royce SMR design submitted for justification,Nuclear Engineering International,1721779200000,Rolls-Royce SMR remains on track to complete Step 2 of the Generic Design Assessment by the nuclear industry’s independent regulators and move immediately into the third and final step this summer.,"['Rolls-Royce', 'NIA']",39
23a2a31e4e95fd920265f85e5e56b9cdd32de2a953e93b70fb69f4c6cd48cf3b_1013_1013_claim,23a2a31e4e95fd920265f85e5e56b9cdd32de2a953e93b70fb69f4c6cd48cf3b_1013_1013,https://www.neimagazine.com/news/rolls-royce-smr-design-submitted-for-justification,Rolls Royce SMR design submitted for justification,Nuclear Engineering International,1721779200000,"The NIA was applicant for the Advanced Boiling Water Reactor (ABWR) designed by Hitachi, the Advanced Passive 1000 (AP1000) reactor designed by Westinghouse and the European Pressurised Reactor (EPR) designed by AREVA (now Framatome).","['Hitachi', 'Westinghouse', 'AREVA', 'Framatome']",56
9138ad981221ab0a8554d5674b6583496fd296d5f95ca1b7e5723195a66f0a52_1056_1060_claim,9138ad981221ab0a8554d5674b6583496fd296d5f95ca1b7e5723195a66f0a52_1056_1060,https://www.neimagazine.com/news/abs-and-kriso-to-develop-smr-powered-ships-and-floating-npps,ABS and KRISO to develop SMR-powered ships and floating NPPs,Nuclear Engineering International,1721779200000,ABS and KRISO are collaborating to commercialise SMR-powered ships and floating SMR NPPs.,"['American Bureau of Shipping (ABS)', 'Korean Research Institute of Ship & Ocean Engineering (KRISO)']",23
9138ad981221ab0a8554d5674b6583496fd296d5f95ca1b7e5723195a66f0a52_1061_1063_claim,9138ad981221ab0a8554d5674b6583496fd296d5f95ca1b7e5723195a66f0a52_1061_1063,https://www.neimagazine.com/news/abs-and-kriso-to-develop-smr-powered-ships-and-floating-npps,ABS and KRISO to develop SMR-powered ships and floating NPPs,Nuclear Engineering International,1721779200000,"Seaborg Technologies, a Danish SMR developer, is cooperating with Korea Hydro & Nuclear Power Corp and Samsung Heavy Industries to commercialise nuclear power ships.","['Seaborg Technologies', 'Korea Hydro & Nuclear Power Corp', 'Samsung Heavy Industries']",33
35a2c10fe49744d1fbe4bb706cf2e6e5b10cbdaf777786ac661860c1d6496b5b_1190_1197_claim,35a2c10fe49744d1fbe4bb706cf2e6e5b10cbdaf777786ac661860c1d6496b5b_1190_1197,https://www.neimagazine.com/news/singapore-and-us-sign-deal-to-study-nuclear-tech-for-climate-and-energy,Singapore and US sign deal to study nuclear tech for climate and energy,Nuclear Engineering International,1722470400000,"Singapore and the US intend to further strengthen civil nuclear cooperation to better understand how advanced nuclear energy technologies, including small modular reactors, can potentially support climate goals, while balancing critical energy needs.",,37
35a2c10fe49744d1fbe4bb706cf2e6e5b10cbdaf777786ac661860c1d6496b5b_1198_1203_claim,35a2c10fe49744d1fbe4bb706cf2e6e5b10cbdaf777786ac661860c1d6496b5b_1198_1203,https://www.neimagazine.com/news/singapore-and-us-sign-deal-to-study-nuclear-tech-for-climate-and-energy,Singapore and US sign deal to study nuclear tech for climate and energy,Nuclear Engineering International,1722470400000,Most designs of advanced nuclear reactors are still undergoing research and development and have not begun commercial operation.,,19
b4ad4fedee224a311455a0411fd13de574fe10cc2c34b38d41d3da3ffaebab09_1258_1263_claim,b4ad4fedee224a311455a0411fd13de574fe10cc2c34b38d41d3da3ffaebab09_1258_1263,https://www.neimagazine.com/news/kairos-power-starts-construction-on-hermes-low-power-reactor,Kairos Power begins Hermes reactor construction,Nuclear Engineering International,1722470400000,"Reactor modules will be fabricated in Albuquerque and shipped to Oak Ridge for assembly, demonstrating the potential of a factory-built small modular reactor design to transform conventional nuclear construction.","['Kairos Power', 'Barnard Construction Company']",37
b4ad4fedee224a311455a0411fd13de574fe10cc2c34b38d41d3da3ffaebab09_1264_1266_claim,b4ad4fedee224a311455a0411fd13de574fe10cc2c34b38d41d3da3ffaebab09_1264_1266,https://www.neimagazine.com/news/kairos-power-starts-construction-on-hermes-low-power-reactor,Kairos Power begins Hermes reactor construction,Nuclear Engineering International,1722470400000,"NRC issued a construction permit for Hermes in December 2023, following an accelerated review made possible by Kairos Power’s extensive pre-application engagement dating back to 2018.","['Kairos Power', 'Los Alamos National Laboratory', 'Tennessee Valley Authority', 'Materion Corporation', 'EPRI', 'Oak Ridge National Laboratory']",37
65b238c60a35f28f4c858c06b9c4b5cdd30df8726057aeddd6785c630e8e0d92_1274_1279_claim,65b238c60a35f28f4c858c06b9c4b5cdd30df8726057aeddd6785c630e8e0d92_1274_1279,https://www.neimagazine.com/news/rolls-royce-smr-advances-to-final-stage-of-uk-design-assessment,Rolls-Royce SMR advances to final design assessment,Nuclear Engineering International,1722470400000,Rolls-Royce SMR has completed Step 2 of the Generic Design Assessment (GDA) process.,"['Rolls-Royce SMR', 'Rolls-Royce']",22
688eaf4b82cb8b929565685aaf9ae351a2574212771259cdd609b6e5834e36a3_1312_1314_claim,688eaf4b82cb8b929565685aaf9ae351a2574212771259cdd609b6e5834e36a3_1312_1314,https://www.neimagazine.com/news/khnp-launches-task-force-for-czech-nuclear-plant-project,KHNP launches task force for Czech nuclear project,Nuclear Engineering International,1722384000000,"KHNP is preparing to finalise the contract with the Czech government and the client, aiming for completion in March next year.","['KHNP', 'Czech Hydro and Nuclear Power']",25
688eaf4b82cb8b929565685aaf9ae351a2574212771259cdd609b6e5834e36a3_1315_1317_claim,688eaf4b82cb8b929565685aaf9ae351a2574212771259cdd609b6e5834e36a3_1315_1317,https://www.neimagazine.com/news/khnp-launches-task-force-for-czech-nuclear-plant-project,KHNP launches task force for Czech nuclear project,Nuclear Engineering International,1722384000000,"South Korea plans to develop a long-term road map for the nuclear energy industry by the end of this year, while expanding comprehensive cooperation with key partners, including the United States, to discuss joint nuclear projects, supply chain issues and small modular reactors.",,50
7b69dbab8f8c7fdf9a3df4e4e335715fbe57ba916d8c79e85f9ff6ca4309980e_1324_1328_claim,7b69dbab8f8c7fdf9a3df4e4e335715fbe57ba916d8c79e85f9ff6ca4309980e_1324_1328,https://www.neimagazine.com/news/european-companies-unite-to-advance-bwrx-300-smr-development-in-eu,European companies unite for BWRX-300 SMR development,Nuclear Engineering International,1722384000000,The BWRX-300 will require significantly less capital cost per MW compared with other SMR designs.,"['OSGE', 'Ge Hitachi', 'GEH', 'Orlen Synthos Green Energy']",20
7b69dbab8f8c7fdf9a3df4e4e335715fbe57ba916d8c79e85f9ff6ca4309980e_1329_1337_claim,7b69dbab8f8c7fdf9a3df4e4e335715fbe57ba916d8c79e85f9ff6ca4309980e_1329_1337,https://www.neimagazine.com/news/european-companies-unite-to-advance-bwrx-300-smr-development-in-eu,European companies unite for BWRX-300 SMR development,Nuclear Engineering International,1722384000000,"The Alliance aims to facilitate and accelerate the development, demonstration, and implementation of SMRs in the EU by 2030.","['OSGE', 'GEH']",24
7b69dbab8f8c7fdf9a3df4e4e335715fbe57ba916d8c79e85f9ff6ca4309980e_1338_1340_claim,7b69dbab8f8c7fdf9a3df4e4e335715fbe57ba916d8c79e85f9ff6ca4309980e_1338_1340,https://www.neimagazine.com/news/european-companies-unite-to-advance-bwrx-300-smr-development-in-eu,European companies unite for BWRX-300 SMR development,Nuclear Engineering International,1722384000000,The General Director for Environmental Protection issued the first decision in the European Union determining the scope of the environmental report for the construction of a SMR.,"['OSGE', 'GE-Hitachi']",29
f5a8736c3f816c42daa01149758c6ff5bcad2c9b34bcd151de664a23d409b4e3_1348_1352_claim,f5a8736c3f816c42daa01149758c6ff5bcad2c9b34bcd151de664a23d409b4e3_1348_1352,https://www.neimagazine.com/news/us-and-romania-strengthen-co-operation-on-smrs-with-key-agreement,US and Romania strengthen SMR cooperation with key agreement,Nuclear Engineering International,1722384000000,Fluor has now announced the establishment of an office in Bucharest to carry out the work.,"['Fluor Corporation', 'RoPower', 'NuScale Power', 'SNN', 'Nova Power & Gas', 'US Trade & Development Agency', 'US Department of State', 'US NuScale Power']",18
f5a8736c3f816c42daa01149758c6ff5bcad2c9b34bcd151de664a23d409b4e3_1353_1356_claim,f5a8736c3f816c42daa01149758c6ff5bcad2c9b34bcd151de664a23d409b4e3_1353_1356,https://www.neimagazine.com/news/us-and-romania-strengthen-co-operation-on-smrs-with-key-agreement,US and Romania strengthen SMR cooperation with key agreement,Nuclear Engineering International,1722384000000,"When completed, the plant will be the first of its kind in Europe.","['Fluor', 'RoPower Nuclear']",15
f5a8736c3f816c42daa01149758c6ff5bcad2c9b34bcd151de664a23d409b4e3_1357_1359_claim,f5a8736c3f816c42daa01149758c6ff5bcad2c9b34bcd151de664a23d409b4e3_1357_1359,https://www.neimagazine.com/news/us-and-romania-strengthen-co-operation-on-smrs-with-key-agreement,US and Romania strengthen SMR cooperation with key agreement,Nuclear Engineering International,1722384000000,Fluor is committed to provide RoPower Nuclear with the design and engineering services required for the implementation of the Doicești SMR nuclear project.,"['Fluor', 'RoPower Nuclear', 'Nuclearelectrica', 'RoPower Nuclear', 'Nova Power & Gas', 'Samsung C&T Corporation', 'Sargent & Lundy']",28
4e3cc2e8f09cc03409ca92c41b6f1ae8480625ed1f1b9e4753c92b5847788bdc_1422_1428_claim,4e3cc2e8f09cc03409ca92c41b6f1ae8480625ed1f1b9e4753c92b5847788bdc_1422_1428,https://www.neimagazine.com/news/italian-energy-giants-partner-to-explore-smrs-for-steel-industry-decarbonization,Italian energy giants partner on SMRs for steel decarbonization,Nuclear Engineering International,1722211200000,"The parties will consider co-investment opportunities in new nuclear energy and, in particular, in the construction of small modular reactors in Italy over the upcoming decade.","['EDF', 'Edison', 'Ansaldo Energia', 'Ansaldo Nucleare', 'Federacciai']",32
4e3cc2e8f09cc03409ca92c41b6f1ae8480625ed1f1b9e4753c92b5847788bdc_1429_1433_claim,4e3cc2e8f09cc03409ca92c41b6f1ae8480625ed1f1b9e4753c92b5847788bdc_1429_1433,https://www.neimagazine.com/news/italian-energy-giants-partner-to-explore-smrs-for-steel-industry-decarbonization,Italian energy giants partner on SMRs for steel decarbonization,Nuclear Engineering International,1722211200000,"Within a few years, Italy can become the first country in the world to produce fully decarbonised steel, with nuclear power being a strategic and much needed component.","['EDF Group', 'Edison']",33
4e3cc2e8f09cc03409ca92c41b6f1ae8480625ed1f1b9e4753c92b5847788bdc_1434_1436_claim,4e3cc2e8f09cc03409ca92c41b6f1ae8480625ed1f1b9e4753c92b5847788bdc_1434_1436,https://www.neimagazine.com/news/italian-energy-giants-partner-to-explore-smrs-for-steel-industry-decarbonization,Italian energy giants partner on SMRs for steel decarbonization,Nuclear Engineering International,1722211200000,The Italian government plans to present a law that allows investment in SMRs,"['Ansaldo Energia', 'Ansaldo Nucleare']",14
67dd5492ad043928acb0dd6114394c3821b98a181cb179c50fc5c70fb1ebf58b_1458_1463_claim,67dd5492ad043928acb0dd6114394c3821b98a181cb179c50fc5c70fb1ebf58b_1458_1463,https://www.neimagazine.com/news/lloyds-register-report-looks-at-nuclear-powered-ships,Lloyds Register report looks at nuclear-powered ships,Nuclear Engineering International,1720569600000,"As SMR technology matures and regulatory clarity increases, ship designs optimised for nuclear propulsion will emerge, ushering in a new era of efficient and environmentally friendly vessels.",['Lloyd’s Register'],34
67dd5492ad043928acb0dd6114394c3821b98a181cb179c50fc5c70fb1ebf58b_1464_1467_claim,67dd5492ad043928acb0dd6114394c3821b98a181cb179c50fc5c70fb1ebf58b_1464_1467,https://www.neimagazine.com/news/lloyds-register-report-looks-at-nuclear-powered-ships,Lloyds Register report looks at nuclear-powered ships,Nuclear Engineering International,1720569600000,For production of a small modular PWR – the type necessary for broader adoption in the maritime sector – development is at a similar level to other technologies where validation of an integrated prototype is underway in a test environment.,['LR'],43
67dd5492ad043928acb0dd6114394c3821b98a181cb179c50fc5c70fb1ebf58b_1473_1475_claim,67dd5492ad043928acb0dd6114394c3821b98a181cb179c50fc5c70fb1ebf58b_1473_1475,https://www.neimagazine.com/news/lloyds-register-report-looks-at-nuclear-powered-ships,Lloyds Register report looks at nuclear-powered ships,Nuclear Engineering International,1720569600000,"As SMR technology matures and regulatory clarity increases, ship designs optimised for nuclear propulsion will emerge, ushering in a new era of efficient and environmentally friendly vessels",,33
0f410e17a6e3303103cda97a6bf097d68e9989cc8561df3091aef5e535bfe759_1489_1492_claim,0f410e17a6e3303103cda97a6bf097d68e9989cc8561df3091aef5e535bfe759_1489_1492,https://www.neimagazine.com/news/armenia-forms-entity-for-npp-construction,Armenia forms entity for NPP construction,Nuclear Engineering International,1722902400000,The proposed closed joint-stock company must comply with International Atomic Energy Agency (IAEA) standards with respect to its organisation and selection of personnel,['Construction of a new nuclear power unit'],28
0f410e17a6e3303103cda97a6bf097d68e9989cc8561df3091aef5e535bfe759_1493_1496_claim,0f410e17a6e3303103cda97a6bf097d68e9989cc8561df3091aef5e535bfe759_1493_1496,https://www.neimagazine.com/news/armenia-forms-entity-for-npp-construction,Armenia forms entity for NPP construction,Nuclear Engineering International,1722902400000,"Rosatom will build a nuclear reactor of any capacity between 50 MWe and 1000 MWe, using separate units of 50 MWe each.",['Rosatom'],28
0f410e17a6e3303103cda97a6bf097d68e9989cc8561df3091aef5e535bfe759_1497_1498_claim,0f410e17a6e3303103cda97a6bf097d68e9989cc8561df3091aef5e535bfe759_1497_1498,https://www.neimagazine.com/news/armenia-forms-entity-for-npp-construction,Armenia forms entity for NPP construction,Nuclear Engineering International,1722902400000,"Armenia plans to build a new NPP within 8-10 years, with various options being investigated, including technologies from Russia, the USA, and South Korea.","['Rosatom', 'Rosatom', 'Russia']",33
4c2d34415341ba17eafef66ba233e4e006865553127881b3357450944bd61d16_1499_1506_claim,4c2d34415341ba17eafef66ba233e4e006865553127881b3357450944bd61d16_1499_1506,https://www.neimagazine.com/news/cnl-launches-nuclear-technologies-program,CNL launches nuclear technologies program,Nuclear Engineering International,1722902400000,"CNL has launched the New Nuclear & Emerging Technologies (N2ET) programme to help fast-track deployment of promising research and technologies, including the SMR siting programme.","['Canadian Nuclear Laboratories (CNL)', 'Atomic Energy of Canada Limited (AECL)', 'ITM Isotope Technologies Munich (ITM)', 'Kyoto Fusioneering']",36
4c2d34415341ba17eafef66ba233e4e006865553127881b3357450944bd61d16_1507_1510_claim,4c2d34415341ba17eafef66ba233e4e006865553127881b3357450944bd61d16_1507_1510,https://www.neimagazine.com/news/cnl-launches-nuclear-technologies-program,CNL launches nuclear technologies program,Nuclear Engineering International,1722902400000,Canada's nuclear sector is poised for growth,"['AECL', 'CNL']",10
4c2d34415341ba17eafef66ba233e4e006865553127881b3357450944bd61d16_1511_1511_claim,4c2d34415341ba17eafef66ba233e4e006865553127881b3357450944bd61d16_1511_1511,https://www.neimagazine.com/news/cnl-launches-nuclear-technologies-program,CNL launches nuclear technologies program,Nuclear Engineering International,1722902400000,CNL’s corporate strategy organises its activities into three strategic priorities,['CNL'],14
a3c06898587a5b0fcf5fb035ac004a1b104b97b1a8418a4ae20f52ff19ac23c3_1529_1535_claim,a3c06898587a5b0fcf5fb035ac004a1b104b97b1a8418a4ae20f52ff19ac23c3_1529_1535,https://www.neimagazine.com/news/holtecs-smr-completes-initial-design-assessment,Holtec’s SMR completes initial design assessment,Nuclear Engineering International,1722902400000,"Holtec's SMR-300 design is progressing to the next phase of assessment in the UK, with the regulators expecting the fundamental assessment of the design to last for 14 months.","['Holtec', 'Natural Resources Wales', 'Environment Agency']",39
a3c06898587a5b0fcf5fb035ac004a1b104b97b1a8418a4ae20f52ff19ac23c3_1536_1539_claim,a3c06898587a5b0fcf5fb035ac004a1b104b97b1a8418a4ae20f52ff19ac23c3_1536_1539,https://www.neimagazine.com/news/holtecs-smr-completes-initial-design-assessment,Holtec’s SMR completes initial design assessment,Nuclear Engineering International,1722902400000,"The UK has improved its understanding of the generic SMR-300 design, enabling a meaningful assessment in the next step.",['Holtec'],24
a3c06898587a5b0fcf5fb035ac004a1b104b97b1a8418a4ae20f52ff19ac23c3_1540_1543_claim,a3c06898587a5b0fcf5fb035ac004a1b104b97b1a8418a4ae20f52ff19ac23c3_1540_1543,https://www.neimagazine.com/news/holtecs-smr-completes-initial-design-assessment,Holtec’s SMR completes initial design assessment,Nuclear Engineering International,1722902400000,"ONR noted: As Holtec is undergoing a two-step GDA for its SMR-300 design, no DAC or SoDA will be issued and our assessment will stop at the end of Step 2.",['Holtec'],43
a3c06898587a5b0fcf5fb035ac004a1b104b97b1a8418a4ae20f52ff19ac23c3_1544_1547_claim,a3c06898587a5b0fcf5fb035ac004a1b104b97b1a8418a4ae20f52ff19ac23c3_1544_1547,https://www.neimagazine.com/news/holtecs-smr-completes-initial-design-assessment,Holtec’s SMR completes initial design assessment,Nuclear Engineering International,1722902400000,"Holtec Britain, a wholly owned subsidiary of Holtec International (USA), has completed the first part of the UK Generic Design Assessment process (GDA) for its SMR-300 nuclear reactor in a mere 10 months.","['Holtec Britain', 'Holtec International', 'Hyundai Engineering and Construction Co', 'Mitsubishi Electric Co']",50
a3c06898587a5b0fcf5fb035ac004a1b104b97b1a8418a4ae20f52ff19ac23c3_1548_1549_claim,a3c06898587a5b0fcf5fb035ac004a1b104b97b1a8418a4ae20f52ff19ac23c3_1548_1549,https://www.neimagazine.com/news/holtecs-smr-completes-initial-design-assessment,Holtec’s SMR completes initial design assessment,Nuclear Engineering International,1722902400000,Holtec plans to begin the licensing and construction of two SMR-300 units within three years of the start of construction.,['Holtec'],25
5c4393d104e7277e48720438facfb1417087f82a3209131963cb2a846efe8e8e_1550_1557_claim,5c4393d104e7277e48720438facfb1417087f82a3209131963cb2a846efe8e8e_1550_1557,https://www.neimagazine.com/news/rolls-royce-seeks-smr-business-investors,Rolls-Royce seeks SMR business investors,Nuclear Engineering International,1722902400000,"Rolls-Royce SMR's funds are due to run out by early next year, requiring Rolls-Royce and its backers to either put in more money, sell equity to outside investors or possibly do a combination of both.","['Rolls-Royce', 'BNF Resources', 'Constellation', 'Qatar Investment Authority', 'BNP Paribas', 'NuScale']",50
5c4393d104e7277e48720438facfb1417087f82a3209131963cb2a846efe8e8e_1558_1563_claim,5c4393d104e7277e48720438facfb1417087f82a3209131963cb2a846efe8e8e_1558_1563,https://www.neimagazine.com/news/rolls-royce-seeks-smr-business-investors,Rolls-Royce seeks SMR business investors,Nuclear Engineering International,1722902400000,The Rolls-Royce SMR has completed Step 2 of the Generic Design Assessment (GDA) process and will proceed to Step 3.,['Rolls-Royce'],29
595dd321e487b8b52049318d5554254c9fe2712e894767c005b102541a2a5e46_1591_1597_claim,595dd321e487b8b52049318d5554254c9fe2712e894767c005b102541a2a5e46_1591_1597,https://www.neimagazine.com/news/us-and-ghana-launch-nuclear-training-hub,US and Ghana launch nuclear training hub,Nuclear Engineering International,1722988800000,"The training centre will provide additional technical expertise and training on topics such as reactor design and operation, and the management of used nuclear fuel.","['US Department of Energy', 'Ghana Atomic Energy Commission', 'Ghana Nuclear Power Institute']",27
595dd321e487b8b52049318d5554254c9fe2712e894767c005b102541a2a5e46_1598_1606_claim,595dd321e487b8b52049318d5554254c9fe2712e894767c005b102541a2a5e46_1598_1606,https://www.neimagazine.com/news/us-and-ghana-launch-nuclear-training-hub,US and Ghana launch nuclear training hub,Nuclear Engineering International,1722988800000,"Ghana aims to deploy a US SMR in Ghana by 2034, and has already secured a site with capacity to accommodate up to five reactors","['US NuScale Power', 'EDF', 'Regnum Technology Group', 'China National Nuclear Corporation', 'Kepco', 'KHNP', 'Rosatom']",28
7855fb5268d53578a435369b5937de3edb71d0b9ba74567d127aca1d4fed5e4e_1726_1731_claim,7855fb5268d53578a435369b5937de3edb71d0b9ba74567d127aca1d4fed5e4e_1726_1731,https://www.neimagazine.com/news/rosatom-begins-work-to-support-life-extension-of-armenian-npp,Rosatom supports Armenian NPP life extension,Nuclear Engineering International,1722556800000,"The test data from the samples installed in the reactor vessel of unit 2 of the Armenian NPP will be used to support the possible extension of the unit’s operational life for another 10 years, until 2036.",['Rosatom Service JSC'],45
7855fb5268d53578a435369b5937de3edb71d0b9ba74567d127aca1d4fed5e4e_1732_1735_claim,7855fb5268d53578a435369b5937de3edb71d0b9ba74567d127aca1d4fed5e4e_1732_1735,https://www.neimagazine.com/news/rosatom-begins-work-to-support-life-extension-of-armenian-npp,Rosatom supports Armenian NPP life extension,Nuclear Engineering International,1722556800000,Rosatom specialists will extract samples from the reactor vessel of the Armenian NPP each year and check the properties of the metal and changes in its structure.,"['Rosatom Service JSC', 'OKB Gidropress JSC']",32
7855fb5268d53578a435369b5937de3edb71d0b9ba74567d127aca1d4fed5e4e_1736_1743_claim,7855fb5268d53578a435369b5937de3edb71d0b9ba74567d127aca1d4fed5e4e_1736_1743,https://www.neimagazine.com/news/rosatom-begins-work-to-support-life-extension-of-armenian-npp,Rosatom supports Armenian NPP life extension,Nuclear Engineering International,1722556800000,A preliminary feasibility study for the construction of a new 1200 MWe unit using SMRs is under consideration.,['Rosatom'],21
84ceee7a20527eb5a7db32d4ae90357e4431b2f5f35a3c31ab7e8ca3f52f08c7_1769_1774_claim,84ceee7a20527eb5a7db32d4ae90357e4431b2f5f35a3c31ab7e8ca3f52f08c7_1769_1774,https://www.neimagazine.com/news/mobilenuclear-and-ptt-nes-partner-for-microreactor-development,MobileNuclear to develop MN-1 microreactor,Nuclear Engineering International,1723075200000,PTT NES has identified a clear intermediate-term opportunity in the SMR (small modular reactor) 30 MW to 100 MW class range.,['PTT NES'],28
84ceee7a20527eb5a7db32d4ae90357e4431b2f5f35a3c31ab7e8ca3f52f08c7_1775_1777_claim,84ceee7a20527eb5a7db32d4ae90357e4431b2f5f35a3c31ab7e8ca3f52f08c7_1775_1777,https://www.neimagazine.com/news/mobilenuclear-and-ptt-nes-partner-for-microreactor-development,MobileNuclear to develop MN-1 microreactor,Nuclear Engineering International,1723075200000,"The MN-1 core power module generates 1 MWt and 350 kWe, is fully shielded, and has a 10-year service life between refuelling.","['PTT', 'Sandia National Laboratories', 'Air Force Research Laboratory', 'Office of Naval Research', 'Maine Technology Institute']",34
3c76ee5df7d6ee140955835502805b10188abb13cb829763bdcb3af5506015af_1933_1948_claim,3c76ee5df7d6ee140955835502805b10188abb13cb829763bdcb3af5506015af_1933_1948,https://www.neimagazine.com/news/sweden-and-us-finalize-nuclear-development-deal,Sweden and US finalize nuclear development deal,Nuclear Engineering International,1722902400000,"The US and Sweden will cooperate on the development of SMRs, including SMR regulatory harmonisation.",[],20
3c76ee5df7d6ee140955835502805b10188abb13cb829763bdcb3af5506015af_1949_1957_claim,3c76ee5df7d6ee140955835502805b10188abb13cb829763bdcb3af5506015af_1949_1957,https://www.neimagazine.com/news/sweden-and-us-finalize-nuclear-development-deal,Sweden and US finalize nuclear development deal,Nuclear Engineering International,1722902400000,"The new policy would enable new nuclear with a total power of at least 2,500 MWe to be in place by 2035, with an expansion envisioned that could correspond to 10 new large-scale reactors.",,43
ca0af886d0565e7310b8e7d267c65703c17d227945b304438c33a899e8e36a7b_1972_1976_claim,ca0af886d0565e7310b8e7d267c65703c17d227945b304438c33a899e8e36a7b_1972_1976,https://www.neimagazine.com/news/norway-considers-oygarden-smr-proposal,Norway considers Øygarden SMR proposal,Nuclear Engineering International,1723593600000,"Five 300 MWe SMRs have the potential to generate 12.5 TWh a year, corresponding to almost 10% of Norway’s current total electricity consumption.",['Norsk Kjernekraft'],33
ca0af886d0565e7310b8e7d267c65703c17d227945b304438c33a899e8e36a7b_1977_1982_claim,ca0af886d0565e7310b8e7d267c65703c17d227945b304438c33a899e8e36a7b_1977_1982,https://www.neimagazine.com/news/norway-considers-oygarden-smr-proposal,Norway considers Øygarden SMR proposal,Nuclear Engineering International,1723593600000,"Norsk Kjernekraft is seeking to build, own and operate SMR power plants in Norway in collaboration with power-intensive industry.",['Norsk Kjernekraft'],28
ca0af886d0565e7310b8e7d267c65703c17d227945b304438c33a899e8e36a7b_1983_1984_claim,ca0af886d0565e7310b8e7d267c65703c17d227945b304438c33a899e8e36a7b_1983_1984,https://www.neimagazine.com/news/norway-considers-oygarden-smr-proposal,Norway considers Øygarden SMR proposal,Nuclear Engineering International,1723593600000,Norsk Kjernekraf submitted a formal proposal to the Energy Ministry to assess the construction of a SMR power plant in Aure and Heim.,"['Norsk Kjernekraf', 'TVO Nuclear Services', 'Teollisuuden Voima Oyj']",31
99fde38a1fa42d96f3ef3a2d4e872cebcce2c7343fd313de2d507374b6924aec_1985_1989_claim,99fde38a1fa42d96f3ef3a2d4e872cebcce2c7343fd313de2d507374b6924aec_1985_1989,https://www.neimagazine.com/news/newcleo-and-vuje-partner-on-advanced-reactors,Newcleo and VUJE partner on advanced reactors,Nuclear Engineering International,1723593600000,"Newcleo plans to commission a 30 MWe lead-cooled fast reactor (LFR 30) by 2030 in France, as well as a pilot unit for the manufacture and multi-recycling of mixed oxide (mox) fuel for fast reactors, and plans to construct a 200 MWe first-of-a-kind commercial unit (LFR-AS-200) in the UK by 2033.","['Newcleo', 'VUJE']",83
99fde38a1fa42d96f3ef3a2d4e872cebcce2c7343fd313de2d507374b6924aec_1990_1993_claim,99fde38a1fa42d96f3ef3a2d4e872cebcce2c7343fd313de2d507374b6924aec_1990_1993,https://www.neimagazine.com/news/newcleo-and-vuje-partner-on-advanced-reactors,Newcleo and VUJE partner on advanced reactors,Nuclear Engineering International,1723593600000,VUJE is a leader in the Slovak market in the field of nuclear energy and services.,"['VUJE', 'newcleo', 'newccleo sro', 'JAVYS', 'Hydromine Nuclear Energy']",20
5dc0bf981d38fad9d1f1c16df06fe47ed04221cb8762dccadc0c18813cb5436f_2065_2070_claim,5dc0bf981d38fad9d1f1c16df06fe47ed04221cb8762dccadc0c18813cb5436f_2065_2070,https://www.neimagazine.com/news/rwanda-signs-us-nuclear-deal,Rwanda signs Nano nuclear deal,Nuclear Engineering International,1723680000000,"Rwanda wishes to be part of the development process of Small Modular Reactor (SMR) technologies, which are currently being developed.","['Nano Nuclear Energy', 'Dual Fluid Energy', 'Rwanda Atomic Energy Board', 'Nano Energy']",26
8183942ab003b51852fd4fbe247e5a3696000d7b85c93e2f0b40e27806fa333c_2105_2111_claim,8183942ab003b51852fd4fbe247e5a3696000d7b85c93e2f0b40e27806fa333c_2105_2111,https://www.neimagazine.com/news/iaea-updates-milestones-guidance-for-smrs,IAEA updates Milestones guidance for SMRs,Nuclear Engineering International,1723766400000,SMRs may be able to be deployed faster and play a larger role depending on how quickly they are licensed and achieve commercial readiness.,,26
8183942ab003b51852fd4fbe247e5a3696000d7b85c93e2f0b40e27806fa333c_2112_2119_claim,8183942ab003b51852fd4fbe247e5a3696000d7b85c93e2f0b40e27806fa333c_2112_2119,https://www.neimagazine.com/news/iaea-updates-milestones-guidance-for-smrs,IAEA updates Milestones guidance for SMRs,Nuclear Engineering International,1723766400000,"Argentina, China and Russia have deployed their first SMRs in 2019 and 2021, respectively.","['Argentina', 'China', 'Russia']",20
